Yr,Mo,Day,Hr,VSM
2018,4,10,6,0.148882226
2018,4,10,18,0.164333328
2018,4,11,6,0.174382224
2018,4,11,18,0.163468866
2018,4,12,6,0.156668892
2018,4,12,18,0.155493328
2018,4,13,6,0.153100002
2018,4,13,18,0.156091084
2018,4,14,6,0.150224432
2018,4,14,18,0.148713326
2018,4,15,6,0.145464418
2018,4,15,18,0.148417776
2018,4,16,6,0.141539986
2018,4,16,18,0.170586652
2018,4,17,6,0.17966222
2018,4,17,18,0.161664424
2018,4,18,6,0.15733774
2018,4,18,18,0.165048866
2018,4,19,6,0.157631106
2018,4,19,18,0.16752441
2018,4,20,6,0.160451092
2018,4,20,18,0.17027334
2018,4,21,6,0.182904428
2018,4,21,18,0.164086652
2018,4,22,6,0.157240008
2018,4,22,18,0.15361998
2018,4,23,6,0.148588878
2018,4,23,18,0.166506652
2018,4,24,6,0.177793326
2018,4,24,18,0.165893326
2018,4,25,6,0.158128868
2018,4,25,18,0.16269778
2018,4,26,6,0.156051116
2018,4,26,18,0.169595558
2018,4,27,6,0.159253332
2018,4,27,18,0.166175546
2018,4,28,6,0.15827112
2018,4,28,18,0.16210444
2018,4,29,6,0.1550911
2018,4,29,18,0.150362192
2018,4,30,6,0.146524426
2018,4,30,18,0.17246224
2018,5,1,6,0.1771
2018,5,1,18,0.170942212
2018,5,2,6,0.16298442
2018,5,2,18,0.166197774
2018,5,3,6,0.16070447
2018,5,3,18,0.163911106
2018,5,4,6,0.157202222
2018,5,4,18,0.151882204
2018,5,5,6,0.14667778
2018,5,5,18,0.148759974
2018,5,6,6,0.141933326
2018,5,6,18,0.13851332
2018,5,7,6,0.137153326
2018,5,7,18,0.146588896
2018,5,8,6,0.141051122
2018,5,8,18,0.144682204
2018,5,9,6,0.13969552
2018,5,9,18,0.135053304
2018,5,10,6,0.128171114
2018,5,10,18,0.127006674
2018,5,11,6,0.12130443
2018,5,11,18,0.119922234
2018,5,12,6,0.113000004
2018,5,12,18,0.115193332
2018,5,13,6,0.108544444
2018,5,13,18,0.112011102
2018,5,14,6,0.106351125
2018,5,14,18,0.110442228
2018,5,15,6,0.104439993
2018,5,15,18,0.10755554
2018,5,16,6,0.102386669
2018,5,16,18,0.13345334
2018,5,17,6,0.126404433
